"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","(ticker)","Beta"
"166","ECL",2023-05-08 16:03:20,"Ecolab Inc.",175.56,49208328192,4.03,42.885853,6.7952347,284670016,"USD","2022-12-31",598600000,NA,2882200000,1792800000,96700000,5494200000,NA,3741600000,535100000,21464300000,1728200000,501400000,795800000,8062500000,1582200000,4210400000,14205700000,364700000,9318800000,-9027600000,-1726600000,7236100000,-4457300000,8012700000,3680700000,108100000,6580200000,NA,22500000,"ECL","0.925269465196678"
"167","USB",2023-05-08 16:00:01,"U.S. Bancorp",29.88,45591416832,3.74,7.9518714,0.9872199,1532999936,"USD","2022-12-31",53497000000,NA,NA,44000000,2947000000,58933000000,167279000000,3858000000,425207000000,674805000000,524976000000,NA,NA,39652000000,19904000000,562738000000,623573000000,21000000,71901000000,-36676000000,-11407000000,43958000000,28185000000,12373000000,7155000000,NA,8712000000,NA,466000000,"USB","1.21820445958704"
"168","PH",2023-05-08 16:00:01,"Parker-Hannifin Corporation",340.64,42948587520,11.57,28.940363,4.8610663,128266000,"USD","2022-06-30",535799000,27862000,2642480000,2214553000,271327000,12046644000,314000000,2256170000,451230000,25943943000,1731925000,302280000,1333419000,9755825000,1368543000,5859318000,17084023000,90523000,15661808000,-7231627000,-1543198000,8848011000,-2027888000,7740082000,3135817000,110585000,327307000,NA,11909000,"PH","1.24015268679722"
"169","EXC",2023-05-08 16:00:04,"Exelon Corporation",0,42537717760,2.26,18.92478,1.7181537,994569024,"USD","2022-12-31",407000000,NA,3616000000,755000000,2558000000,7336000000,16000000,69341000000,12026000000,95349000000,3382000000,1802000000,1713000000,35662000000,24066000000,10611000000,70605000000,20908000000,4597000000,-761000000,-638000000,24744000000,18114000000,6630000000,NA,NA,NA,8037000000,NA,"EXC","0.795909356336966"
"170","JCI",2023-05-08 16:00:01,"Johnson Controls International ",64,43353808896,1.82,34.664833,2.6709285,687174016,"USD","2022-09-30",2031000000,NA,5791000000,2510000000,1353000000,11685000000,963000000,4313000000,3228000000,42158000000,4241000000,865000000,4051000000,7426000000,5104000000,11239000000,24756000000,7000000,1151000000,-2114000000,-911000000,16268000000,-5701000000,17328000000,4641000000,944000000,17224000000,174000000,1134000000,"JCI","0.969108495780305"
"171","TRV",2023-05-08 16:00:01,"The Travelers Companies, Inc.",185.14,42169470976,11.76,15.52466,1.8295054,230976992,"USD","2022-12-31",799000000,3470000000,8954000000,NA,14169000000,27392000000,76031000000,NA,5219000000,115717000000,59137000000,NA,19329000000,7192000000,8121000000,78652000000,94157000000,24565000000,43516000000,-46521000000,-6445000000,21560000000,17321000000,3952000000,3123000000,NA,NA,NA,NA,"TRV","0.962010323610485"
"172","ADSK",2023-05-08 16:00:04,"Autodesk, Inc.",0,41236189184,3.8,50.523685,36.04769,214783008,"USD","2023-01-31",1947000000,125000000,961000000,NA,9000000,3341000000,102000000,389000000,1574000000,9438000000,102000000,NA,3267000000,2281000000,1712000000,4000000000,8293000000,3325000000,-1995000000,-185000000,-185000000,1145000000,-2887000000,3625000000,407000000,1014000000,NA,NA,NA,"ADSK","1.29644930624648"
"173","FTNT",2023-05-08 16:00:03,"Fortinet, Inc.",0,51831435264,1.13,58.47788,-183.55556,784374016,"USD","2022-12-31",1682900000,528100000,1261700000,264600000,NA,3810400000,45500000,994800000,1193300000,6228000000,243400000,NA,2349300000,990400000,2378300000,3078400000,6509600000,800000,-1546400000,-20200000,-20200000,-281600000,-465600000,128000000,56000000,569400000,1284200000,518200000,NA,"FTNT","1.20768123006194"
"174","ADM",2023-05-08 16:00:01,"Archer-Daniels-Midland Company",76.48,41065480192,7.97,9.460477,1.652965,544635008,"USD","2022-12-31",1037000000,NA,7569000000,14771000000,11481000000,35410000000,5955000000,11021000000,844000000,59774000000,7803000000,942000000,12341000000,7735000000,2416000000,24191000000,35158000000,3147000000,23646000000,-2509000000,-2509000000,24284000000,17740000000,4162000000,2382000000,NA,NA,NA,332000000,"ADM","0.943005095114835"
"175","CTVA",2023-05-08 16:03:09,"Corteva, Inc.",57.68,40939175936,1.71,33.678364,1.6238087,710873024,"USD","2022-12-31",3191000000,124000000,5727000000,6811000000,718000000,16795000000,102000000,4714000000,1706000000,42618000000,4895000000,NA,3632000000,1281000000,4719000000,10744000000,17077000000,7000000,250000000,-2806000000,-2806000000,25302000000,6001000000,9962000000,9339000000,479000000,27851000000,NA,239000000,"CTVA","0.933271460445161"
"176","VLO",2023-05-08 16:00:01,"Valero Energy Corporation",107.4,38819692544,35.12,3.057517,1.5542496,361516992,"USD","2022-12-31",4862000000,NA,11919000000,6752000000,NA,24133000000,724000000,32092000000,3571000000,60982000000,12728000000,861000000,970000000,8380000000,6751000000,17461000000,35514000000,7000000,38247000000,-21556000000,-1359000000,23561000000,23099000000,260000000,202000000,NA,6863000000,2139000000,1907000000,"VLO","1.31874192782258"
"177","MCHP",2023-05-08 16:00:04,"Microchip Technology Incorporat",0,40684806144,4.02,18.475124,6.445929,547795968,"USD","2023-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCHP","1.17767792986411"
"178","TT",2023-05-08 16:03:38,"Trane Technologies plc",176.39,40308191232,7.8,22.660255,6.6427393,228052000,"USD","2022-12-31",1220500000,NA,2981300000,1993800000,183600000,6379200000,NA,1998600000,936100000,18081600000,2091600000,1048000000,1253400000,3788300000,2187800000,5686800000,11976400000,253300000,8320900000,-2485600000,-766200000,6088600000,-2679100000,5503700000,3264000000,NA,NA,NA,16600000,"TT","1.17629909192895"
"179","IDXX",2023-05-08 16:00:04,"IDEXX Laboratories, Inc.",0,40301367296,8.5,57.121178,66.11247,82903400,"USD","2022-12-31",112546000,NA,490903000,367823000,88463000,1101477000,30250000,768092000,387479000,2746765000,110221000,74982000,91057000,694387000,106594000,1235803000,2138028000,10719000,3599529000,-4464726000,-72614000,608737000,149270000,361795000,97672000,55215000,1463215000,119923000,NA,"IDXX","0.905017626870005"
"180","HSY",2023-05-08 16:00:02,"The Hershey Company",275.55,56162713600,8.23,33.38639,16.23744,147284992,"USD","2022-12-31",463889000,NA,711203000,1173119000,128307000,2620406000,133029000,3096174000,205952000,10948820000,970558000,749293000,6710000,3274783000,753296000,3257154000,7649276000,221553000,3589781000,-1808362000,-252333000,3299544000,-1593715000,2606956000,2286303000,40498000,1296572000,NA,NA,"HSY","0.548521836700053"
"181","CTAS",2023-05-08 16:00:04,"Cintas Corporation",0,46807326720,12.45,36.967068,12.87925,101702000,"USD","2022-05-31",90471000,NA,1027928000,1388856000,83700000,2631983000,5737000,1377376000,574384000,8147256000,251504000,311574000,97525000,2545499000,731607000,1432890000,4839060000,1771917000,8719163000,-7182884000,107917000,3308196000,-249580000,3042976000,514800000,NA,NA,232224000,NA,"CTAS","0.973629141270725"
"182","AIG",2023-05-08 16:00:01,"American International Group, I",53.84,39434653696,13.01,4.1314373,0.99855095,733667968,"USD","2022-12-31",2043000000,12236000000,13243000000,NA,74818000000,102340000000,245016000000,880000000,158155000000,526634000000,75167000000,2143000000,56057000000,25036000000,324945000000,133561000000,484399000000,4766000000,33032000000,-78565000000,-22092000000,39517000000,34886000000,3927000000,16316000000,15144000000,80284000000,889000000,2233000000,"AIG","1.64909875932828"
"183","TDG",2023-05-08 16:00:02,"Transdigm Group Incorporated",800,42166112256,14.73,52.430416,-12.612892,54598100,"USD","2022-09-30",3001000000,NA,1086000000,1332000000,NA,5649000000,68000000,892000000,107000000,18107000000,279000000,74000000,340000000,19225000000,1007000000,1426000000,21873000000,1000000,-3914000000,-1973000000,-267000000,-3773000000,-15164000000,8641000000,2750000000,NA,2113000000,NA,7000000,"TDG","1.03048493701171"
"184","O",2023-05-08 16:00:01,"Realty Income Corporation",62.79,42251411456,1.42,44.19718,1.4432563,673206976,"USD","2022-12-31",171102000,NA,1574030000,NA,135209000,1880341000,NA,38835772000,57135000,49673092000,55921000,22000000,216359000,17451657000,1664658000,1265723000,20829803000,34159509000,NA,-5446360000,-5446360000,28713149000,19813305000,3731478000,5168366000,NA,NA,17196000,130140000,"O","1.03902373881975"
"185","A",2023-05-08 16:03:06,"Agilent Technologies, Inc.",132.68,39165730816,4.44,29.83108,6.9853907,295702016,"USD","2022-10-31",1053000000,NA,1492000000,1038000000,195000000,3778000000,195000000,1250000000,536000000,10532000000,580000000,NA,613000000,2733000000,532000000,1861000000,5227000000,3000000,324000000,-347000000,-347000000,5305000000,532000000,3952000000,821000000,246000000,5325000000,NA,NA,"A","1.12555183256568"
"186","TEL",2023-05-08 16:03:34,"TE Connectivity Ltd. New Switze",122.6,38645702656,6.61,18.553705,3.5102181,315115008,"USD","2022-09-30",1088000000,NA,2865000000,2676000000,57000000,7268000000,NA,3991000000,2977000000,20782000000,1593000000,914000000,1436000000,3292000000,1653000000,4632000000,9885000000,146000000,12832000000,-2176000000,-495000000,10802000000,4256000000,5258000000,1288000000,2498000000,NA,NA,95000000,"TEL","1.15667620551113"
"187","SYY",2023-05-08 16:00:01,"Sysco Corporation",76.41,38898032640,3.02,25.192053,27.99117,507604000,"USD","2022-07-02",867086000,NA,4874846000,4437498000,53786000,10483219000,NA,5179717000,927754000,22085688000,5752958000,544310000,40042000,9879706000,1218078000,8750054000,20671480000,765175000,10539722000,-11688942000,-1482054000,1382260000,-4112738000,4542315000,952683000,377604000,1766305000,NA,31948000,"SYY","0.797679873576846"
"188","NEM",2023-05-08 16:00:01,"Newmont Corporation",48.34,38376644608,-0.7,NA,1.9762636,794712000,"USD","2022-12-31",2877000000,880000000,366000000,1753000000,639000000,6515000000,3278000000,24073000000,2645000000,38482000000,633000000,NA,1402000000,5571000000,9897000000,2926000000,18949000000,1279000000,916000000,-210000000,29000000,19354000000,17383000000,1971000000,NA,173000000,17369000000,NA,179000000,"NEM","0.528924586361716"
"189","YUM",2023-05-08 16:03:37,"Yum! Brands, Inc.",137.37,38228398080,4.26,32.049294,-4.30694,280000000,"USD","2022-12-31",367000000,NA,680000000,NA,410000000,1609000000,139000000,1913000000,1193000000,5846000000,243000000,391000000,441000000,11404000000,873000000,1665000000,14722000000,NA,-8507000000,-369000000,-369000000,-8876000000,-9868000000,638000000,354000000,750000000,NA,NA,NA,"YUM","0.84906277408932"
"190","HLT",2023-05-08 16:03:30,"Hilton Worldwide Holdings Inc.",145.64,38516461568,4.51,32.272728,-27.205608,264627008,"USD","2022-12-31",1209000000,NA,1327000000,NA,229000000,2870000000,108000000,942000000,672000000,15512000000,368000000,1000000,1102000000,8582000000,3698000000,3372000000,16610000000,3000000,-5190000000,-6746000000,-706000000,-1102000000,-12022000000,5032000000,5888000000,204000000,10831000000,NA,4000000,"HLT","1.01542686912442"
"191","DOW",2023-05-08 16:00:02,"Dow Inc.",54.19,38301110272,4.04,13.403466,1.8978691,707315008,"USD","2022-12-31",3886000000,939000000,7803000000,6988000000,756000000,20477000000,5048000000,21669000000,2323000000,60603000000,7216000000,253000000,722000000,14017000000,12330000000,11331000000,39356000000,8000000,23180000000,-11010000000,-7139000000,20718000000,9632000000,8644000000,2442000000,960000000,8540000000,1347000000,529000000,"DOW","1.16712046870938"
"192","XEL",2023-05-08 16:00:03,"Xcel Energy Inc.",0,38150676480,3.23,21.4613,2.2678792,550355968,"USD","2022-12-31",111000000,NA,2478000000,803000000,1256000000,5144000000,362000000,49166000000,6516000000,61188000000,1804000000,1151000000,1874000000,22813000000,14520000000,6078000000,44513000000,1374000000,7239000000,-93000000,-93000000,16675000000,16675000000,NA,NA,NA,8155000000,2871000000,NA,"XEL","0.574985305605734"
"193","TFC",2023-05-08 16:00:01,"Truist Financial Corporation",28.76,38292701184,4.49,6.403118,0.6874865,1331920000,"USD","2022-12-31",21421000000,3181000000,2682000000,62000000,3709000000,37806000000,138516000000,6880000000,337610000000,555255000000,413495000000,NA,NA,43180000000,10082000000,440203000000,494718000000,6634000000,26264000000,-13601000000,-13601000000,53841000000,23156000000,27013000000,7430000000,3027000000,34544000000,NA,23000000,"TFC","1.34002991306114"
"194","PCAR",2023-05-08 16:00:04,"PACCAR Inc.",0,38033301504,6,12.13,2.7399013,522555008,"USD","2022-12-31",4544700000,1614200000,1919800000,2198800000,682000000,25106500000,NA,3698800000,1437600000,33275500000,1665100000,NA,2891800000,NA,1428800000,10005100000,20108400000,522000000,13402400000,-953400000,-953400000,13167100000,13167100000,NA,NA,199000000,196100000,NA,NA,"PCAR","1.20485811347707"
"195","AFL",2023-05-08 16:00:01,"AFLAC Incorporated",67.95,40869912576,6.93,9.760462,2.0717328,604227008,"USD","2022-12-31",3943000000,1532000000,647000000,NA,2201000000,8330000000,98212000000,530000000,15087000000,131017000000,2868000000,583000000,4236000000,7295000000,91714000000,9543000000,108652000000,135000000,44568000000,-24979000000,-4405000000,22365000000,22100000000,265000000,8593000000,NA,2641000000,NA,NA,"AFL","1.29533963634829"
"196","MSCI",2023-05-08 16:03:34,"MSCI Inc",480,37860380672,10.89,43.423325,-42.003906,80063400,"USD","2022-12-31",993564000,NA,663236000,NA,37254000,1747974000,214389000,180437000,66548000,4997535000,15039000,8713000,890944000,4503233000,120125000,1250527000,6005460000,1336000,3473192000,-5998327000,-60211000,-1007925000,-3796112000,2229670000,558517000,29207000,1515874000,1600000,NA,"MSCI","1.14093434741959"
"197","HES",2023-05-08 16:00:02,"Hess Corporation",139.3,42029281280,6.56,20.865854,5.171919,307051008,"USD","2022-12-31",2486000000,NA,1162000000,217000000,66000000,3931000000,NA,15794000000,1610000000,21695000000,285000000,3000000,735000000,8278000000,1877000000,2396000000,13199000000,306000000,1474000000,-131000000,-131000000,7855000000,7495000000,360000000,NA,133000000,6206000000,NA,641000000,"HES","1.39923409684943"
"198","CNC",2023-05-08 16:03:19,"Centene Corporation",69.5,37469949952,2.66,25.669172,1.5043292,548769024,"USD","2022-12-31",12074000000,2321000000,13246000000,NA,2487000000,30128000000,14684000000,4986000000,1349000000,76870000000,27724000000,82000000,478000000,17685000000,3098000000,28464000000,52633000000,1000000,9341000000,-5345000000,-1132000000,24057000000,-1666000000,18812000000,6911000000,NA,20060000000,NA,180000000,"CNC","0.875901152988816"
"199","WELL",2023-05-08 16:03:35,"Welltower Inc.",77.4,37938376704,0.26,293.57693,1.8448339,497031008,"USD","2022-12-31",631681000,NA,1444915000,NA,415026000,2491622000,1499790000,32664626000,707464000,37893233000,216732000,55727000,144021000,14548088000,744447000,883375000,16499237000,491919000,NA,-6939855000,-6828854000,20294814000,19765083000,68321000,461410000,NA,26742750000,NA,1099182000,"WELL","0.98760509171036"
"200","CHTR",2023-05-08 16:00:04,"Charter Communications, Inc.",0,52776542208,29.96,11.698933,5.603786,150575008,"USD","2022-12-31",645000000,NA,2921000000,NA,NA,4017000000,1155000000,37274000000,1552000000,144523000000,952000000,1510000000,5389000000,96093000000,22733000000,12065000000,131974000000,NA,-14821000000,NA,NA,9119000000,-91406000000,29563000000,70962000000,NA,23940000000,505000000,3430000000,"CHTR","0.810019180582284"
"201","WMB",2023-05-08 16:00:01,"Williams Companies, Inc. (The)",29.55,36009693184,2.12,13.943397,3.1443462,1218189952,"USD","2022-12-31",152000000,NA,2752000000,320000000,573000000,3797000000,5065000000,31051000000,1157000000,48433000000,2327000000,627000000,745000000,21927000000,7423000000,4890000000,34388000000,1253000000,-13271000000,-1074000000,-24000000,11450000000,4087000000,NA,7363000000,NA,24542000000,NA,2560000000,"WMB","1.26632555867117"
"202","STZ",2023-05-08 16:03:06,"Constellation Brands, Inc.",231.52,41813540864,-0.11,NA,4.968863,183232000,"USD","2023-02-28",NA,NA,1075800000,NA,258600000,NA,NA,7307700000,2448500000,NA,NA,NA,198500000,11269800000,1256200000,NA,NA,2100000,12343900000,-5835400000,28500000,NA,NA,NA,NA,NA,1903000000,NA,NA,"STZ","0.811986238061757"
"203","NUE",2023-05-08 16:00:01,"Nucor Corporation",142.28,35546619904,25.57,5.538522,1.8691761,251000000,"USD","2022-12-31",4280852000,576946000,4155730000,5453531000,224625000,14691684000,562300000,9718419000,264482000,32479210000,1485923000,10000000,416870000,6443883000,1884418000,4329744000,12909304000,152061000,24754873000,-8635760000,-137517000,18414694000,11172369000,3920060000,3322265000,19300000,2143520000,NA,1155212000,"NUE","1.33639800802555"
"204","MET",2023-05-08 16:00:01,"MetLife, Inc.",53.94,41298345984,2.2,24.404545,1.5469501,769200000,"USD","2022-12-31",20195000000,4935000000,18669000000,NA,11552000000,59923000000,306921000000,1861000000,263150000000,666611000000,20800000000,3558000000,4010000000,76165000000,512476000000,49725000000,639324000000,12000000,41953000000,-48541000000,-27083000000,27040000000,15267000000,9297000000,25459000000,2830000000,33616000000,135000000,247000000,"MET","1.55072885058358"
"205","ROST",2023-05-08 16:00:04,"Ross Stores, Inc.",0,35857313792,4.38,23.93379,8.378357,342048000,"USD","2023-01-28",4551876000,NA,157494000,2023495000,12677000,6904719000,NA,6279661000,232083000,13416463000,2009924000,NA,75175000,2456510000,441163000,3636246000,9127880000,3428000,3049656000,-584750000,NA,4288583000,4288583000,NA,NA,NA,1820249000,NA,NA,"ROST","0.921563536269501"
