"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"445","BWA",3.80180657060519,1.56208687440982,0.697554290533418,11.036764,45.21,11.874158286431,1.24455700304471,"BorgWarner Inc.","2023-05-08 16:00:02",10553815040,4.08,1.4593595,233784992,"USD","2022-12-31",1338000000,NA,3339000000,1687000000,193000000,6617000000,809000000,4564000000,556000000,16994000000,2684000000,1000000,808000000,4157000000,918000000,4236000000,9486000000,3000000,7454000000,-2908000000,-876000000,7224000000,2776000000,3397000000,1051000000,239000000,2675000000,NA,284000000,"BWA"
"446","CE",-2.09421726345811,1.62512291052114,0.327812763425398,6.0890293,106.03,-50.6203473945409,1.39859105494822,"Celanese Corporation Celanese C","2023-05-08 16:03:16",11748558848,17.41,2.0399878,110825000,"USD","2022-12-31",1508000000,NA,2054000000,2808000000,241000000,6611000000,1062000000,5997000000,1355000000,26272000000,1518000000,481000000,511000000,13226000000,2362000000,4068000000,20167000000,NA,11274000000,-6009000000,-518000000,5637000000,-5610000000,7142000000,4105000000,808000000,372000000,NA,468000000,"CE"
"447","CCL",2.59341832645403,0.706459217350306,0.167839060889825,-1,10.6,4.77594293636714,1.41890916556358,"Carnival Corporation","2023-05-08 16:00:02",13822919680,-4.3,2.170178,1116009984,"USD","2022-11-30",4029000000,NA,613000000,428000000,1989000000,7492000000,164000000,39961000000,2351000000,51703000000,1050000000,2393000000,4874000000,31953000000,891000000,10605000000,44638000000,373000000,269000000,-10449000000,-1981000000,7065000000,5330000000,579000000,1156000000,NA,16872000000,NA,NA,"CCL"
"448","GEN",-2.73179968112309,0.737357259380098,0.321205230244457,18.944445,0,-6.24130629373514,0.845599804121107,"Gen Digital Inc.","2023-05-08 16:00:04",10897148928,0.9,8.317073,639129024,"USD","2022-04-01",1887000000,4000000,182000000,NA,80000000,2260000000,178000000,134000000,475000000,6943000000,63000000,1000000000,1373000000,2736000000,1160000000,3065000000,7036000000,1851000000,-1940000000,-4000000,-4000000,-93000000,-3989000000,2873000000,1023000000,351000000,NA,NA,NA,"GEN"
"449","FOXA",4.03698623423423,3.60670731707317,0.779608360007532,11.827205,0,13.8321487508536,0.829200031081991,"Fox Corporation","2023-05-08 16:00:04",16579902464,2.72,1.4857749,296916992,"USD","2022-06-30",5200000000,NA,2128000000,NA,953000000,8281000000,578000000,2159000000,3935000000,22185000000,302000000,NA,895000000,7206000000,715000000,2296000000,10622000000,6000000,2461000000,-226000000,-226000000,11339000000,4107000000,3554000000,3678000000,3440000000,9098000000,NA,224000000,"FOXA"
"450","GL",2.36794644036003,0.584946040820544,0.0460798540866955,13.352652,108.36,45.7316112936847,1.15813555173257,"Globe Life Inc.","2023-05-08 16:00:01",10452281344,8.11,2.1397803,96521200,"USD","2022-12-31",92559000,114121000,484887000,NA,259581000,951148000,17181671000,212000000,1460642000,25537159000,430027000,165500000,746914000,1627952000,17387302000,1626044000,20641298000,105218000,6466220000,-2205238000,-1415714000,4895861000,4414070000,481791000,5249907000,NA,529661000,NA,NA,"GL"
"451","CRL",-11.7246662685415,1.31829587251565,0.314249557516326,20.050686,196.78,-16.1949169431321,0.901881814695475,"Charles River Laboratories Inte","2023-05-08 16:00:02",9718400000,9.47,3.25009,51181800,"USD","2022-12-31",233912000,NA,752390000,255809000,107580000,1439032000,311602000,1857417000,189541000,7602770000,205915000,1347000,418631000,2679215000,390404000,1091585000,4579265000,509000,1432901000,-262057000,-262057000,2976293000,-828885000,2849903000,955275000,41262000,1804940000,NA,47212000,"CRL"
"452","EMN",34.4857508243728,1.16210396800984,0.400593786448945,14.241622,80.83,2.34154693165033,1.19886156050398,"Eastman Chemical Company","2023-05-08 16:03:46",9621524480,5.67,1.8545738,119152000,"USD","2022-12-31",493000000,NA,1277000000,1894000000,113000000,3778000000,183000000,5371000000,461000000,14667000000,1319000000,800000000,425000000,4025000000,2005000000,3251000000,9431000000,2000000,8973000000,-6137000000,-205000000,5153000000,279000000,3664000000,1210000000,123000000,2315000000,NA,83000000,"EMN"
"453","ROL",-731.934906148637,0.706015180726795,0.407822130924124,53.423077,42.22,-0.056931289876863,0.848050928428968,"Rollins, Inc.","2023-05-08 16:00:01",20534433792,0.78,15.947187,492787008,"USD","2022-12-31",95346000,500000,189377000,29745000,33651000,348619000,10200000,375601000,92356000,2122028000,42796000,15000000,212660000,39898000,124261000,493784000,854831000,492448000,687069000,-31562000,-31562000,1267197000,-28055000,846704000,448548000,1792000,119242000,NA,NA,"ROL"
"454","ALLE",-8.76210408442881,1.72626492325185,0.398660846161421,19.390991,111.01,-12.2824386915057,1.02159361699013,"Allegion plc","2023-05-08 16:03:04",9464824832,5.55,9.0856905,87946704,"USD","2022-12-31",288000000,NA,403900000,479000000,43700000,1214600000,46800000,406800000,301000000,3991200000,280700000,12600000,27700000,2081900000,191700000,703600000,3046700000,900000,1212800000,-285800000,-285800000,941800000,-1080200000,1413100000,608900000,227600000,13900000,NA,2700000,"ALLE"
"455","QRVO",15.566618966767,3.65226544408318,0.727757143948121,22.105633,0,6.04948282697229,1.44740597168725,"Qorvo, Inc.","2023-05-08 16:00:04",9406565376,4.26,2.2616901,99889200,"USD","2023-04-01",808757000,NA,304519000,796596000,119922000,2029794000,20406000,1149806000,193381000,6691903000,433164000,NA,122599000,2048073000,185273000,555763000,2789109000,3902794000,NA,NA,NA,3902794000,604278000,2760813000,537703000,NA,NA,NA,NA,"QRVO"
"456","PNR",-5.8931559221524,1.4659956730317,0.416778092742151,19.585285,58.93,-9.93695059108821,1.11340259139659,"Pentair plc.","2023-05-08 16:03:27",9659471872,2.99,3.438234,164950000,"USD","2022-12-31",108900000,NA,579900000,790000000,4900000,1558500000,NA,423100000,118700000,6447500000,355000000,NA,333300000,2317300000,306600000,1063100000,3739400000,1700000,1390500000,-239000000,-239000000,2708100000,-1639100000,3252600000,1094600000,26000000,1554900000,NA,NA,"PNR"
"457","CZR",-0.811518933777593,0.787856071964018,0.0705937667920473,-1,0,-55.7842791026189,1.84026508163864,"Caesars Entertainment, Inc.","2023-05-08 16:00:04",9742284800,-2.39,2.6173682,215204000,"USD","2022-12-31",1038000000,NA,611000000,59000000,131000000,2102000000,94000000,15237000000,376000000,33527000000,314000000,108000000,1171000000,12659000000,1129000000,2668000000,29776000000,NA,-3309000000,69000000,92000000,3713000000,-12005000000,11004000000,4714000000,NA,6953000000,NA,38000000,"CZR"
"458","TPR",-28.1373901053937,1.75231481481481,0.516848066187397,11.409496,38.82,-1.36650909029296,1.32374178310218,"Tapestry, Inc.","2023-05-08 16:03:21",9077122048,3.37,3.922669,236076000,"USD","2022-07-02",789800000,163400000,469500000,994200000,51700000,2573800000,100000,1826000000,257300000,7265300000,520700000,31200000,39000000,1659200000,567100000,1468800000,4979800000,2400000,-1166200000,-170900000,-170900000,2285500000,-322600000,1241500000,1366600000,47900000,3620200000,NA,NA,"TPR"
"459","REG",1.78763750602302,0.830814844237644,0.0625411533642121,21.238434,0,33.4612394050482,1.26048468654643,"Regency Centers Corporation","2023-05-08 16:00:04",10247056384,2.81,1.670492,171308000,"USD","2022-12-31",66466000,NA,188863000,NA,30925000,292829000,404958000,9723525000,74101000,10860220000,268586000,69078000,NA,3657676000,473119000,352460000,4682181000,1711000,NA,-1781878000,-1757417000,6096985000,5732178000,167062000,197745000,NA,7877152000,74101000,81054000,"REG"
"460","MTCH",-2.94986497794512,1.58601358128098,0.194287532380888,30.64151,0,-11.0106731404603,0.902344238870796,"Match Group, Inc.","2023-05-08 16:00:03",9044250624,1.06,-25.236986,278456000,"USD","2022-12-31",572395000,8723000,195240000,NA,60938000,882385000,14200000,269797000,310269000,4182764000,13699000,NA,320388000,3835726000,52155000,556354000,4541645000,287000,-7782568000,-851231000,-369182000,-359875000,-3065988000,2348366000,357747000,276947000,8273637000,NA,994000,"MTCH"
"461","JNPR",16.0186286108239,1.739910529607,0.745547860499629,19.013159,29.01,1.80414935694918,1.06260363421474,"Juniper Networks, Inc.","2023-05-08 16:00:02",9294008320,1.52,2.0942028,321592000,"USD","2022-12-31",880100000,210300000,1227300000,619400000,575700000,3617100000,558100000,808400000,448200000,9326700000,347400000,NA,1088600000,1688700000,966300000,2078900000,4851600000,NA,-2375500000,4200000,4200000,4475100000,580200000,3734400000,160500000,NA,6846400000,NA,NA,"JNPR"
"462","KEY",1.15712628220859,0.0447993616637924,0.0394762955108614,5.468927,9.72,8.36586554408271,1.6725282076022,"KeyCorp","2023-05-08 16:00:01",9053356032,1.77,0.7657622,935228992,"USD","2022-12-31",887000000,8000000,NA,33000000,4181000000,6962000000,53459000000,1161000000,124448000000,189813000000,142595000000,NA,13000000,19301000000,1183000000,155404000000,176359000000,1257000000,15616000000,-12205000000,-6295000000,10954000000,7824000000,2752000000,1031000000,2022000000,6286000000,NA,NA,"KEY"
"463","UHS",5.17425013657358,1.3253838370806,0.337226445589883,15.249201,145.34,30.785588128027,0.876471992767972,"Universal Health Services, Inc.","2023-05-08 16:00:01",10001949696,9.39,1.679924,62789900,"USD","2022-12-31",102818000,NA,2017722000,218517000,198283000,2537340000,202348000,6373108000,393834000,13494188000,636601000,78401000,7005000,4653984000,487669000,1914419000,7524143000,710000,5929540000,-9668000,-9668000,5920582000,1933024000,3909456000,78102000,68397000,NA,6264000,49463000,"UHS"
"464","AAL",-0.784593873294836,0.710318198734648,0.21653548890307,5.221818,0,-18.302462291873,1.59792127551389,"American Airlines Group, Inc.","2023-05-08 16:00:03",9375112192,2.75,-1.6244344,652862976,"USD","2022-12-31",440000000,8525000000,2138000000,2279000000,995000000,15269000000,245000000,37681000000,5371000000,64716000000,2149000000,3058000000,9914000000,31844000000,10071000000,21496000000,70515000000,6000000,-8511000000,-4585000000,-4585000000,-5799000000,-11949000000,4091000000,2059000000,3099000000,7291000000,NA,NA,"AAL"
"465","AOS",13.5592577361877,1.74876900021409,1.03098573772561,44.220123,71.67,6.26395156498418,1.01920174176921,"A.O. Smith Corporation","2023-05-08 16:00:01",10577576960,1.59,5.9084034,124538000,"USD","2022-12-31",391200000,90600000,581200000,516400000,54300000,1633700000,NA,620500000,110500000,3332300000,625800000,10000000,63600000,334500000,293500000,934200000,1584600000,294900000,2885000000,-1988100000,-82400000,1747700000,780100000,619700000,347900000,NA,555900000,NA,NA,"AOS"
"466","PNW",1.56139171196354,0.993424476247928,0.105687260245084,19.563726,80.02,51.1233189993907,0.639745449331095,"Pinnacle West Capital Corporati","2023-05-08 16:03:26",9040094208,4.08,1.4934701,113251000,"USD","2022-12-31",4832000,NA,608281000,450636000,686805000,1750554000,NA,17297043000,3416928000,22723405000,430425000,50685000,773884000,7741286000,6420855000,1762141000,16563529000,2724740000,3360347000,-36440000,-31435000,6048647000,5789767000,NA,258880000,NA,NA,1283221000,111229000,"PNW"
"467","XRAY",-11.2558854564103,1.61794871794872,0.494126859827721,-1,0,-3.67096828848163,0.835932648386212,"DENTSPLY SIRONA Inc.","2023-05-08 16:00:03",8779590656,-4.5,2.333277,212478000,"USD","2022-12-31",365000000,24000000,685000000,627000000,88000000,1893000000,NA,961000000,198000000,7643000000,279000000,NA,185000000,1850000000,661000000,1170000000,3831000000,3000000,456000000,-3277000000,-628000000,3811000000,-780000000,2688000000,1903000000,101000000,6629000000,NA,1000000,"XRAY"
"468","CDAY",-20.1005493498452,1.07951913532591,0.842659871207686,-1,58.67,-2.91683583712492,1.39733822559453,"Ceridian HCM Holding Inc.","2023-05-08 16:00:02",9089468416,-0.43,4.2764406,155031008,"USD","2022-12-31",431900000,NA,180100000,NA,4186800000,4894000000,NA,199200000,262400000,7917200000,54300000,6800000,4340000000,1206000000,37200000,4533500000,5807800000,1500000,-372600000,-485000000,-485000000,2109400000,-452200000,2280000000,281600000,NA,2965500000,151200000,NA,"CDAY"
"469","CTLT",8.75993301508916,2.72014925373134,0.510504201680672,15.901344,35.56,4.047976011994,1.13556437345327,"Catalent, Inc.","2023-05-08 16:03:34",6385991168,2.23,1.2993294,180090000,"USD","2022-06-30",449000000,89000000,1449000000,724000000,144000000,2916000000,69000000,3220000000,236000000,10507000000,421000000,14000000,236000000,3954000000,384000000,1072000000,5712000000,2000000,538000000,-394000000,-394000000,4795000000,729000000,3006000000,1060000000,49000000,4649000000,NA,NA,"CTLT"
"470","PARA",-0.899065412143144,1.22723617192387,0.394802656164659,-1,0,-20.3567800483164,1.36284694987465,"Paramount Global","2023-05-08 16:00:03",11179878400,-1.36,0.47940183,610852992,"USD","2022-12-31",2885000000,NA,7412000000,NA,2129000000,13734000000,375000000,3153000000,5660000000,58393000000,1403000000,239000000,7186000000,15597000000,6561000000,11191000000,34787000000,1000000,14737000000,-24765000000,-1807000000,23036000000,-12435000000,16499000000,18972000000,1242000000,33063000000,NA,570000000,"PARA"
"471","BIO",1.3080360790603,5.55289533468845,0.812568089760895,-1,378.21,361.991754208535,0.820885735222834,"Bio-Rad Laboratories, Inc.","2023-05-08 16:03:09",11610935296,-101.16,1.1646819,24521600,"USD","2022-12-31",434215000,1356457000,506245000,719316000,17564000,3157976000,8829692000,679564000,95799000,13501666000,135041000,NA,181577000,16000,1966393000,568708000,3886414000,3000,9898203000,-730408000,-466822000,9615252000,8876617000,406488000,332147000,NA,447454000,NA,NA,"BIO"
"472","FFIV",867.89893877551,1.03927985038732,0.68118164045802,24.7326,0,0.155594145373356,1.0326315253755,"F5, Inc.","2023-05-08 16:00:04",8165193216,5.46,2.9957626,60465000,"USD","2022-09-30",758012000,126554000,789686000,68365000,112267000,1912224000,9544000,395657000,499199000,5276194000,113178000,349772000,1108399000,NA,694889000,1839951000,2807216000,91048000,2404106000,-26176000,-26176000,2468978000,9408000,2259282000,200288000,183365000,NA,42561000,NA,"FFIV"
"473","HII",-52.3970836756757,0.94853195164076,0.372692725298588,13.395172,197.68,-3.70688553989035,0.796020485436696,"Huntington Ingalls Industries, ","2023-05-08 16:00:02",7754768384,14.5,2.2211928,39925700,"USD","2022-12-31",467000000,NA,2046000000,183000000,NA,2746000000,70000000,3480000000,924000000,10857000000,642000000,399000000,1051000000,2506000000,1721000000,2895000000,7368000000,1000000,4276000000,-2810000000,-599000000,3489000000,-148000000,2618000000,1019000000,NA,2022000000,NA,NA,"HII"
"474","HAS",-3.52640350566721,1.36963967666804,0.466133043207958,69.15116,0,-17.1222657762348,0.85972880705245,"Hasbro, Inc.","2023-05-08 16:00:03",8369213440,0.86,2.9878418,138608992,"USD","2022-12-25",498600000,NA,1132400000,676800000,22000000,2999100000,NA,422800000,667900000,9295900000,427300000,113200000,555800000,3711200000,441200000,2189700000,6434000000,110100000,4071400000,-3889300000,-254900000,2832800000,-2373300000,3470100000,1736000000,262100000,2540600000,NA,29100000,"HAS"
"475","BBWI",-2.48952735711904,1.643219724438,0.294323938173789,9.7634735,32.61,-13.0988722268478,1.25821786427952,"Bath & Body Works, Inc.","2023-05-08 16:03:16",7466092544,3.34,-3.3852382,228951008,"USD","2023-01-28",1232000000,NA,226000000,709000000,99000000,2266000000,124000000,2243000000,68000000,5494000000,455000000,NA,434000000,4862000000,444000000,1379000000,7699000000,122000000,-2401000000,-744000000,78000000,-2206000000,-2999000000,628000000,165000000,37000000,817000000,NA,1000000,"BBWI"
"476","RHI",5.46119748821327,1.87889182882449,1.63698179708152,11.888495,67.59,12.299499828327,1.14031364210103,"Robert Half International Inc.","2023-05-08 16:03:25",7238440448,5.65,4.5366745,107763000,"USD","2022-12-31",658626000,NA,1018287000,NA,538805000,2285112000,NA,311685000,124564000,2964488000,146180000,NA,37518000,NA,27960000,1216202000,1395930000,108000,318508000,-43623000,-43623000,1568558000,1325431000,237810000,5317000,124564000,1293565000,NA,NA,"RHI"
"477","IVZ",-1.66023362605098,6.90342052313883,0.903272265497964,11.804349,16.84,-9.81187254474029,1.707135439871,"Invesco Ltd","2023-05-08 16:01:33",7464078336,1.38,0.4864865,458200000,"USD","2022-12-31",1234700000,25700000,801800000,NA,9603200000,11665400000,824800000,921900000,645800000,29756800000,59600000,NA,89100000,1487600000,9330800000,1689800000,12914600000,113200000,7518300000,-3983300000,-942400000,11203100000,-4495800000,8557700000,7141200000,30000000,7554900000,NA,1628600000,"IVZ"
"478","AAP",7.00508469232146,1.12596163890549,0.647400628744499,15.205562,125.7,17.9996727053099,0.83432824388523,"Advance Auto Parts Inc.","2023-05-08 16:00:02",7473787904,8.27,2.76404,59273800,"USD","2022-12-31",269282000,NA,698613000,4915262000,163695000,6046852000,NA,4297829000,62429000,12018482000,4123462000,185000000,128576000,1188283000,503211000,5370389000,9340201000,8000,4744624000,-2963911000,-45143000,2678281000,1066909000,990471000,620901000,NA,897560000,NA,NA,"AAP"
"479","WHR",-1.80944310574602,1.07806440735121,0.4374059378848,-1,137.28,-75.6420534753889,1.21329978860758,"Whirlpool Corporation","2023-05-08 16:03:11",7494713344,-35.82,3.6524963,54757900,"USD","2022-12-31",1958000000,NA,1555000000,2089000000,179000000,6394000000,201000000,2793000000,1258000000,17124000000,3376000000,248000000,872000000,7363000000,740000000,5931000000,14618000000,114000000,8261000000,-9100000000,-2090000000,2336000000,-4142000000,3314000000,3164000000,1063000000,3061000000,NA,170000000,"WHR"
"480","NRG",158.09508173913,1.25026960406717,0.641085393790979,6.469008,31.6,0.198045378223619,1.03844713086061,"NRG Energy, Inc.","2023-05-08 16:00:01",7272373760,4.84,1.8776612,232270000,"USD","2022-12-31",430000000,NA,4709000000,751000000,9958000000,16231000000,139000000,1917000000,7077000000,29146000000,3643000000,59000000,7903000000,7969000000,4180000000,12982000000,25318000000,4000000,1408000000,-6041000000,-177000000,3828000000,46000000,1650000000,2132000000,1881000000,8457000000,NA,NA,"NRG"
