"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"3989","MFD",0.929125683749327,0.157262438339395,0.157262438339395,6.4965515,10.02,10.1385641782803,"Macquarie First Trust Global","2022-02-25 16:00:02",80516888,1.45,0.92908573,8547440,"USD","2021-11-30",2091847,4219894,6314952,120499072,NA,NA,NA,246,NA,126814270,1979139,NA,NA,40155501,40155501,85474,-47686883,NA,134260178,NA,86658769,86658769,NA,4471250,NA,NA,NA,NA,NA,"MFD"
"3990","MFL",0.8407710211665,0.101606934105182,0.0288434039273364,10.68595,13.49,15.3787419582966,"Blackrock MuniHoldings Investme","2022-02-25 16:00:02",489997888,1.21,0.8407569,37896200,"USD","2021-08-31",2375,10362959,11046543,730262879,NA,NA,NA,224469793,NA,965779215,1837966,NA,NA,108718397,382983334,513540415,69255466,NA,NA,NA,582795881,582795881,676861,16498952,NA,NA,NA,NA,274264937,"MFL"
"3991","MFM",0.887256969972205,0.0674597026507049,0.0674575584833288,11.160409,6.72,7.37103276228768,"MFS Municipal Income Trust","2022-02-25 16:00:02",269366912,0.586,0.8872609,41187600,"USD","2021-10-31",NA,8071285,8071285,415166981,NA,NA,NA,6707,NA,423244973,44531,3803,NA,119646021,119649824,280423995,23171154,NA,NA,NA,303595149,303595149,NA,5714610,NA,113567733,NA,NA,NA,"MFM"
"3992","MFV",1.09604887679493,1.03701879468248,1.03701879468248,6.674033,6.29,5.51070300130815,"MFS Special Value Trust","2022-02-25 15:59:54",43909772,0.905,1.0959898,7269830,"USD","2021-10-31",28,425270,425298,40042693,NA,NA,NA,3999,NA,40471990,NA,NA,NA,410116,410116,31987375,8074499,NA,NA,NA,40061874,40061874,NA,319559,NA,NA,NA,NA,NA,"MFV"
"3993","MG",-2.98787149511645,1.42736256066999,0.466022962076841,48.214287,10.99,-2.25913328037694,"Mistras Group Inc","2022-02-25 16:00:02",198842848,0.14,0.9901717,29458200,"USD","2021-09-30",22597000,127699000,179979000,NA,132409000,205657000,61695000,7488000,2676000,587228000,10555000,19215000,224000,126092000,386202000,294000,-17893000,-19176000,237577000,-19176000,200802000,-66550000,NA,13343000,1100000,18988000,NA,12178000,196866000,"MG"
"3994","MGF",0.884422399054655,0.112582172121822,0.112582172121822,NA,3.86,4.35312333710793,"MFS Government Markets Income T","2022-02-25 15:59:54",125457248,-0.064,0.88444746,32586300,"USD","2021-11-30",NA,951190,2827720,164138700,NA,NA,NA,2706,NA,166969126,24211286,NA,NA,25116943,25116943,141253655,598528,NA,NA,NA,141852183,141852183,1876530,771415,NA,NA,NA,NA,NA,"MGF"
"3995","MGM",-62.5467713771794,1.95584202717522,0.225679714927795,18.72199,45.18,-0.721380179121486,"MGM Resorts International","2022-02-25 16:00:02",20272596992,2.41,3.3729534,449304000,"USD","2021-09-30",5570833000,731308000,6670321000,914382000,26079456000,3484966000,3669107000,520091000,NA,41338323000,1010052000,2600221000,4951787000,3410460000,29556582000,4697000,4210726000,-25273000,2639804000,-25273000,6829954000,-324119000,NA,273447000,NA,1.011e+09,NA,94198000,11678913000,"MGM"
"3996","MGP",3.44194588169817,1.73083203144686,0.0686114457289775,28.014704,38.6,18.9361275917065,"MGM Growth Properties LLC","2022-02-25 16:00:02",10216514560,1.36,1.8918515,156750000,"USD","2021-09-30",319576000,NA,343449000,815399000,8428615000,NA,38686000,492146000,NA,10118295000,139374000,237654000,2105661000,198430000,5005710000,3562123000,-507469000,-47730000,NA,-47730000,3006924000,2968238000,23873000,7049000,492146000,NA,NA,NA,4229356000,"MGP"
"3997","MGU",0.863038508377213,2.68252221595997,0.103443199164051,8.711322,24.52,27.7276173696589,"Macquarie Global Infrastructure","2022-02-25 16:00:01",296093088,2.747,0.92526,12373300,"USD","2021-05-31",11512430,2753426,14407293,10515649,NA,NA,NA,457436520,NA,482359462,1148,228533,NA,5370801,139277334,313598766,29483362,NA,NA,NA,343082128,343082128,NA,3935900,NA,NA,NA,NA,133678000,"MGU"
"3998","MGY",9.61699035466057,1.97578729317985,0.55383513999018,8.866327,21.1,3.78045541623128,"Magnolia Oil & Gas Corporation","2022-02-25 16:00:02",6680307712,2.364,4.6005263,183744000,"USD","2021-09-30",245023000,130100000,376753000,NA,1195875000,NA,NA,13151000,NA,1585779000,83225000,96062000,210881000,190685000,680262000,24000,-858397000,-112796000,1665805000,NA,694636000,694636000,1630000,107460000,4291000,NA,NA,NA,387537000,"MGY"
"3999","MHD",0.869449002738875,0.0867317914373114,0.0332053986438011,24.940777,15.06,16.9532657505697,"Blackrock MuniHoldings Fund, In","2022-02-25 16:00:02",786479232,0.591,0.86946267,53356800,"USD","2021-10-31",96813,18065225,18713224,1088156131,NA,NA,NA,361262340,NA,1468131695,3332592,NA,NA,215759685,563559685,808007673,96564337,NA,NA,NA,904572010,904572010,498125,5014688,NA,NA,NA,NA,347800000,"MHD"
"4000","MHF",0.899043418708031,1.40055426288991,0.900612166187529,17.391304,7.41,8.00851199194223,"Western Asset Municipal High In","2022-02-25 15:59:54",155834640,0.414,0.8989886,21643700,"USD","2021-10-31",NA,3289621,3292521,173697180,NA,NA,NA,NA,NA,176989701,471832,NA,NA,2350870,3655870,216437,9573784,NA,163543610,NA,173333831,173333831,NA,1708800,NA,NA,NA,NA,1305000,"MHF"
"4001","MHI",0.848869930007195,2.0076824308253,0.0743313233599689,16.571428,11.28,12.982022545924,"Pioneer Municipal High Income T","2022-02-25 16:00:02",250940832,0.665,0.84886765,22771300,"USD","2021-10-31",5943078,5249346,11192424,434999634,NA,NA,NA,270,NA,446192328,25,NA,NA,5574798,150574798,300996046,-5378516,NA,NA,NA,295617530,295617530,NA,5416380,NA,NA,NA,NA,1.45e+08,"MHI"
"4002","MHK",1.79772323108605,1.94575363841663,0.990913416303796,2.8914526,144.28,80.2515098891979,"Mohawk Industries, Inc.","2022-02-25 16:00:01",9387793408,49.89534,1.1239659,65071000,"USD","2021-10-02",1128027000,1880476000,5646077000,NA,4827945000,2612201000,911271000,452806000,395741000,14450300000,51070000,793095000,6931000,2901743000,5697851000,754000,7929950000,-1088164000,1902978000,-872617000,8745518000,5222046000,19174000,1147004000,57065000,588669000,NA,2215630000,1661391000,"MHK"
"4003","MHN",0.847699558966975,0.129866658432633,0.0275414815765609,13.771368,13,15.2058593408711,"Blackrock MuniHoldings New York","2022-02-25 16:00:01",401291488,0.936,0.8476917,31132000,"USD","2021-08-31",NA,7942461,8504228,668776750,NA,NA,NA,104886721,NA,782167699,1704838,NA,NA,65484306,308778886,432601346,40787467,NA,NA,NA,473388813,473388813,535630,6507198,NA,NA,NA,NA,243294580,"MHN"
"4004","MHO",0.908134337041504,5.89698160513942,1.8601249023888,3.6716866,48.84,53.6924974349604,"M/I Homes, Inc.","2022-02-25 16:00:02",1387690112,13.28,0.8555887,28459600,"USD","2021-09-30",220900000,NA,2794155000,42466000,74825000,16400000,NA,118754000,6183000,3046600000,35236000,279992000,NA,473828000,1502133000,301000,1231938000,-32864000,345092000,NA,1544467000,1528067000,219367000,227311000,NA,NA,NA,2353143000,696676000,"MHO"
"4005","MIC",1.7513743826859,1.01844634289281,0.964347697850835,0.119394206,3.64,2.0840775417182,"Macquarie Infrastructure Holdin","2022-02-25 16:00:01",322718752,30.571,1.0934691,88416096,"USD","2021-09-30",3371973000,25279000,3420008000,NA,308092000,120193000,4604000,11067000,NA,3863964000,3302175000,80941000,8454000,3358064000,3546447000,192207000,123027000,-6171000,NA,-6171000,309063000,184266000,7879000,6820000,NA,28292000,NA,10543000,97861000,"MIC"
"4006","MIN",0.88426521877323,2.61163146513341,2.61163146513341,169.4737,3.25,3.64144154388627,"MFS Intermediate Income Trust","2022-02-25 16:00:01",373497472,0.019,0.8843724,115993000,"USD","2021-10-31",NA,4443166,4443166,419621018,NA,NA,NA,18844,NA,424083028,1504692,NA,NA,1701299,1701299,411254848,11126881,NA,NA,NA,422381729,422381729,NA,NA,NA,NA,NA,NA,NA,"MIN"
"4007","MIR",-0.954766883089327,2.1395,0.17377355425601,NA,8.95,-9.44853437654669,"Mirion Technologies, Inc.","2022-02-25 16:00:02",1799926528,-24.955,-0.0656382,199523008,"USD","2021-09-30",100600000,1.79e+08,427900000,NA,134900000,675300000,308800000,16500000,NA,1563400000,76500000,170300000,2100000,2e+08,2462400000,1e+05,-937600000,26900000,9500000,26900000,-901100000,-1885200000,1500000,47400000,NA,5600000,NA,116600000,2053200000,"MIR"
"4008","MITT",0.75802050676441,1.49322723102852,0.929099520530125,1.0442002,9.28,11.7806846768019,"AG Mortgage Investment Trust, I","2022-02-25 16:00:02",204117488,8.552,0.5276842,22857500,"USD","2021-09-30",101749000,1618766000,1749801000,151363000,NA,NA,70000,471845000,NA,2373079000,6765000,3084000,NA,1171825000,1883330000,159000,-448058000,NA,717176000,NA,269277000,269277000,27087000,NA,NA,1160519000,NA,NA,708421000,"MITT"
"4009","MIY",0.832063789870927,0.172799462374813,0.0272989380226188,16.240875,13.78,16.0444435520765,"Blackrock MuniYield Michigan Qu","2022-02-25 16:00:01",393951840,0.822,0.83208674,29509500,"USD","2021-07-31",NA,7362191,7505625,659525280,NA,NA,NA,81374616,NA,748405521,1652534,NA,NA,43435465,274942014,418118813,55344694,NA,NA,NA,473463507,473463507,NA,NA,NA,NA,NA,NA,231506549,"MIY"
"4010","MKC",-5.75842013195268,0.683547907506406,0.254784054331294,34.360714,96.04,-17.9036043323383,"McCormick & Company, Incorporat","2022-02-25 16:00:01",25747623936,2.8,5.830202,249743008,"USD","2021-08-31",312600000,5.41e+08,2160900000,NA,1113500000,5379500000,3478300000,752200000,NA,12884400000,18800000,1.335e+09,16600000,3161300000,8481300000,2042100000,2.78e+09,-435600000,NA,-435600000,4386500000,-4471300000,6200000,1023100000,NA,768500000,NA,1202400000,3.985e+09,"MKC"
"4011","MKFG",3.08512047629465,15.5752995391705,3.04602600960715,NA,3.85,1.25440804711697,"Markforged Holding Corporation","2022-02-25 16:00:02",719243392,-0.049,3.0836654,185851008,"USD","2021-09-30",296735000,24071000,337984000,NA,5335000,NA,NA,773000,NA,344092000,6439000,89259000,NA,21700000,110959000,19000,-78970000,NA,312084000,NA,233133000,233133000,511000,2213000,NA,NA,NA,11270000,NA,"MKFG"
"4012","MKL",1.89607543179321,3.02901270451925,0.569036696830362,7.112855,1280,662.151933153528,"Markel Corporation","2022-02-25 16:00:02",17083829248,176.51,1.2135462,13607300,"USD","2021-09-30",3938626000,2320987000,18450616000,20183461000,NA,2695164000,2491736000,2875459000,NA,46696436000,5511392000,22064712000,255373000,6091297000,32424299000,3455129000,9650355000,319389000,NA,319389000,13424873000,9010100000,7513021000,579905000,NA,NA,2757798000,NA,4268290000,"MKL"
"4013","ML",2.64715600094689,9.38815190531929,3.8438797969399,NA,2.39,0.883967495553308,"MoneyLion Inc.","2022-02-25 16:00:02",536758528,-15.748,2.267442,229384000,"USD","2021-09-30",295645000,124004000,433113000,NA,588000,21565000,8041000,5292000,NA,468599000,NA,22916000,123549000,46134000,112676000,23000,-429855000,-9700000,671906000,NA,232374000,202768000,3357000,37770000,1528000,NA,NA,NA,43626000,"ML"
"4014","MLI",3.72658933138762,2.7307247078385,1.72328471455492,6.968485,57.45,15.4269753707992,"Mueller Industries, Inc.","2022-02-25 16:00:01",3294286336,8.25,2.695265,57301900,"USD","2021-09-25",104789000,493960000,1037943000,6.5e+07,394369000,159988000,63579000,7658000,NA,1728537000,142354000,83796000,18670000,380098000,602305000,802000,1340337000,-516862000,283285000,-52155000,1107562000,883995000,33604000,180509000,NA,1110000,NA,405590000,121012000,"MLI"
"4015","MLM",8.13570198167743,6.65452428476381,0.538597199784599,34.383133,424.95,47.409551467595,"Martin Marietta Materials, Inc.","2022-02-25 16:02:56",24066220032,11.218,3.6828284,62394600,"USD","2021-09-30",2381400000,811900000,4000700000,NA,6028300000,2610600000,787200000,359400000,NA,13786200000,172900000,1351500000,2300000,601200000,7.428e+09,6e+05,3043400000,-151400000,3463300000,-151400000,6355900000,2958100000,89900000,249300000,NA,20100000,NA,717500000,5099400000,"MLM"
"4016","MLP",9.08503956221405,5.09322916666667,0.654420129826675,3473.3333,15.98,1.14694049738139,"Maui Land & Pineapple Company, ","2022-02-25 15:21:00",202541872,0.003,9.052998,19437800,"USD","2021-09-30",4859000,1228000,9779000,NA,17323000,NA,NA,10135000,NA,37237000,614000,13023000,NA,1920000,14943000,82243000,-48098000,-21035000,9184000,-21035000,22294000,22294000,3135000,331000,8964000,NA,NA,NA,NA,"MLP"
"4017","MLR",1.28152518957772,2.61116289704175,2.5003452457139,13.950892,36.3,24.3850070547819,"Miller Industries, Inc.","2022-02-25 16:00:01",356584384,2.24,1.2301697,11410700,"USD","2021-09-30",50407000,131308000,296931000,NA,99555000,11619000,NA,520000,NA,408625000,272000,4159000,NA,113716000,118756000,114000,141257000,-2951000,151449000,-2951000,289869000,278250000,NA,87793000,NA,NA,NA,108838000,NA,"MLR"
"4018","MMC",-9.19657857099165,1.18291034689893,0.341084264311076,25.367046,155.42,-16.9084618479862,"Marsh & McLennan Companies, Inc","2022-02-25 16:02:40",78180114432,6.13,7.112473,502766016,"USD","2021-09-30",1.398e+09,5.926e+09,7.877e+09,5.89e+08,2.723e+09,1.5648e+10,2.587e+09,3.558e+09,6.92e+08,3.2982e+10,6.06e+08,4.307e+09,1.54e+08,6.659e+09,2.3094e+10,5.61e+08,1.7589e+10,-9.45e+09,1.034e+09,-5.345e+09,9.734e+09,-8.501e+09,5.53e+08,2.833e+09,NA,5.16e+08,NA,NA,1.0228e+10,"MMC"
"4019","MMD",0.921899455611543,13.6440583744517,0.0580468570677451,15.265211,19.95,21.2279108549002,"MainStay MacKay DefinedTerm Mun","2022-02-25 16:00:02",544521536,1.282,0.93212664,27824300,"USD","2021-05-31",6412915,13173008,19585923,908450020,NA,NA,NA,31553,NA,928067496,NA,55245,NA,1435491,337415736,27777,61663778,NA,528960205,NA,590651760,590651760,NA,NA,NA,NA,NA,NA,335925000,"MMD"
"4020","MMM",-18.8376646802542,1.70482615464453,0.486725139267512,14.872529,150.55,-7.98984371270356,"3M Company","2022-02-25 16:02:54",85956263936,10.12,5.720421,571100032,"USD","2021-09-30",4.878e+09,4.916e+09,1.6426e+10,3e+06,1.0163e+10,1.3597e+10,5.426e+09,2.663e+09,NA,4.8278e+10,3.52e+09,7.34e+09,7e+07,9.635e+09,3.3748e+10,9e+06,4.5361e+10,-3.7293e+10,6.383e+09,-7.62e+09,1.446e+10,-4.563e+09,3.25e+08,2.862e+09,NA,7.54e+08,8.55e+08,4.95e+09,1.6193e+10,"MMM"
"4021","MMP",5.45660661279117,1.21604401088101,0.130333203320162,10.474697,46.75,8.57309359811646,"Magellan Midstream Partners L.P","2022-02-25 16:00:01",9935744000,4.466,5.230322,212392992,"USD","2021-09-30",12593000,168016000,799296000,993290000,6112833000,50121000,42967000,48158000,NA,8046665000,203407000,220544000,NA,657292000,6132712000,2076529000,NA,-162576000,NA,-162576000,1913953000,1820865000,396120000,129088000,NA,NA,NA,222567000,5103226000,"MMP"
"4022","MMS",-3.98077281305273,1.3674295348687,0.409110616242634,17.415907,78.03,-19.639401764475,"Maximus, Inc.","2022-02-25 16:00:02",4841069568,4.489,3.168004,61922100,"USD","2021-09-30",135061000,840232000,1079494000,NA,241976000,1774406000,922036000,101053000,990000,4118965000,140027000,298295000,NA,789433000,2638636000,532411000,987826000,-39908000,NA,-39908000,1480329000,-1216113000,21509000,305565000,36486000,80955000,NA,NA,1429137000,"MMS"
"4023","MMT",0.874113450141041,0.0739405783805526,0.0738246072700703,12.355658,5.6,6.12048680138358,"MFS Multimarket Income Trust","2022-02-25 16:00:01",323263040,0.433,0.874183,60423000,"USD","2021-10-31",443,6476208,7759734,466580011,NA,NA,NA,588829,NA,474928574,640022,164859,NA,104945541,105110400,374920764,-5102590,NA,NA,NA,369818174,369818174,1283083,4026153,NA,NA,NA,NA,NA,"MMT"
"4024","MMU",0.847645363122661,0.829995208191046,0.0420295824426154,16.570248,12.52,14.1922560926399,"Western Asset Managed Municipal","2022-02-25 16:00:02",521715840,0.726,0.8568376,43367900,"USD","2021-05-31",410,9792613,9855720,867752829,NA,NA,NA,NA,NA,877608549,1843134,NA,NA,11874430,234494835,43368,88634851,NA,526810124,NA,615488343,615488343,NA,7872309,NA,NA,NA,NA,222620405,"MMU"
"4025","MN",1.8924916478226,2.59252189535145,1.53433633258463,7.0840335,9.5,4.45444502209514,"Manning & Napier, Inc.","2022-02-25 16:00:02",155665008,1.19,1.7875319,18465600,"USD","2021-09-30",64567000,11401000,115445000,NA,17591000,4829000,NA,23286000,20231000,161151000,16311000,15733000,-1173000,44530000,75241000,192000,-12082000,-5981000,104954000,-315000,87083000,82254000,7300000,2221000,NA,NA,24491000,NA,NA,"MN"
"4026","MNP",0.833767625539788,0.482104431156017,0.0514975609870715,15.530054,14.57,17.0431176471799,"Western Asset Municipal Partner","2022-02-25 15:59:59",138107840,0.915,0.83377343,9719060,"USD","2021-11-30",NA,3895412,3901231,243081474,NA,NA,NA,12766079,NA,259748784,461656,NA,NA,8092087,75755646,9719,23593448,NA,142039916,NA,165643083,165643083,NA,6733161,NA,NA,NA,NA,67663559,"MNP"
"4027","MNR",3.9421992578248,7.44498613899245,0.0694662350856131,67.677414,21.01,5.32190231341586,"Monmouth Real Estate Investment","2022-02-25 16:00:02",2066244608,0.31,3.8326635,98486400,"USD","2021-09-30",48618000,20762000,77882000,143505000,1957702000,NA,20959000,15835000,NA,2215883000,NA,28504000,NA,10461000,1121149000,983000,NA,-2230000,546341000,-2230000,545094000,524135000,8502000,8231000,6710000,2230000,NA,NA,1082184000,"MNR"
"4028","MO",-5.0003893805008,0.742110453648915,0.14758519244913,38.532936,51.75,-10.2951983186266,"Altria Group, Inc.","2022-02-25 16:02:51",93857308672,1.336,-58.433598,1823180032,"USD","2021-09-30",2.957e+09,3.6e+07,6.02e+09,1.3874e+10,1.518e+09,5.177e+09,1.2326e+10,6.49e+08,NA,3.9564e+10,5.309e+09,5.656e+09,4.1e+07,8.112e+09,4.079e+10,9.35e+08,3.0685e+10,-3.8733e+10,5.846e+09,-3.43e+09,-1.267e+09,-1.877e+10,1.894e+09,2.66e+08,NA,1.105e+09,NA,1.133e+09,2.7022e+10,"MO"
"4029","MOD",5.813900110011,1.53458149779736,0.727244258872651,8.671209,10.19,1.75097613548587,"Modine Manufacturing Company","2022-02-25 16:00:01",528483520,1.174,1.2257676,51913900,"USD","2021-09-30",5.6e+07,287200000,696700000,NA,316900000,170100000,9.6e+07,42300000,2.6e+07,1.322e+09,103600000,95700000,7e+06,4.54e+08,9.58e+08,34100000,261900000,-198400000,259400000,-159200000,3.57e+08,90900000,104600000,252500000,NA,21400000,NA,248900000,363900000,"MOD"
"4030","MODN",72.6665575086283,2.3049171150437,0.925326296863555,NA,24.97,0.341973007765002,"Model N, Inc.","2022-02-25 16:00:02",905352640,-0.862,6.964686,36432700,"USD","2021-09-30",165467000,43185000,222330000,NA,22472000,65665000,45394000,7929000,NA,363790000,57747000,2283000,NA,96459000,240272000,5000,-255810000,-1205000,380528000,-1205000,123518000,12459000,8758000,4802000,6300000,NA,NA,NA,124301000,"MODN"
"4031","MOH",11.5976642994386,1.54299835255354,1.09994128009395,28.296888,320,27.4486301369863,"Molina Healthcare Inc","2022-02-25 16:00:02",18591055872,11.25,7.020399,58400000,"USD","2021-09-30",4.357e+09,1.912e+09,9.366e+09,NA,3.85e+08,7.01e+08,2.14e+08,3.67e+08,8.3e+07,1.1033e+10,4e+06,9.5e+07,NA,6.07e+09,8.515e+09,NA,2.296e+09,1.7e+07,2.05e+08,1.7e+07,2.518e+09,1.603e+09,NA,3.985e+09,NA,NA,2.9e+09,NA,2.13e+09,"MOH"
"4032","MOS",1.97242238498384,1.31609672342252,0.437997009609249,11.599531,49.75,25.1112522389896,"Mosaic Company (The)","2022-02-25 16:03:11",18242342912,4.27,1.7223034,368308992,"USD","2021-09-30",842800000,1314500000,4599100000,671100000,12402600000,1171700000,NA,2.237e+09,1003100000,21081500000,805200000,2979300000,160800000,3494500000,10500300000,3800000,11419100000,-1868500000,8.66e+08,-1868500000,10420400000,9248700000,75300000,1775800000,NA,4.7e+07,NA,2273600000,3947700000,"MOS"
"4033","MOV",1.47450885098604,3.6967007963595,1.90493295529642,10.320562,56.21,26.8563996727197,"Movado Group Inc.","2022-02-25 16:00:02",648545024,3.837,1.9975786,16377400,"USD","2021-10-31",201814000,143472000,536151000,1100000,88034000,NA,14511000,101221000,41687000,741017000,12017000,73566000,5214000,145035000,281454000,349000,387959000,-154253000,220294000,87730000,454349000,439838000,19748000,29473000,NA,NA,403000,170714000,NA,"MOV"
"4034","MPA",0.82707705863815,0.0696010143597292,0.0256020542919376,11.419086,14.59,16.6369020350498,"Blackrock MuniYield Pennsylvani","2022-02-25 15:59:45",183101568,1.205,0.82707226,13306800,"USD","2021-07-31",7157,3010841,3334504,248385176,NA,NA,NA,99907859,NA,351627539,781757,NA,NA,47908842,130243611,194000582,27383346,NA,NA,NA,221383928,221383928,232000,2755000,NA,NA,NA,NA,82334769,"MPA"
"4035","MPC",2.21317717299241,NA,NA,5.015399,77.36,34.5837651122625,"Marathon Petroleum Corporation","2022-02-25 16:00:02",44316659712,15.261,1.6910806,5.79e+08,"USD","2021-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.828e+10,2.0024e+10,NA,NA,NA,NA,NA,NA,NA,"MPC"
"4036","MPLX",9.71397443368421,0.557148107313488,0.0688371248240476,11.0773,31.88,3.26025150935231,"MPLX LP","2022-02-25 16:00:02",32298964992,2.859,2.7308786,1019859968,"USD","2021-09-30",3.9e+07,1.267e+09,1.516e+09,4.001e+09,2.067e+10,7.657e+09,8.64e+08,9.91e+08,NA,3.5699e+10,3.48e+08,6.01e+08,2.43e+08,2.721e+09,2.2023e+10,1.1863e+10,NA,-1.7e+07,NA,-1.7e+07,1.1846e+10,3.325e+09,5.6e+07,1.79e+09,NA,1e+06,NA,1.41e+08,1.8244e+10,"MPLX"
"4037","MPV",0.913948579414469,8.75703962054908,0.777568112534733,5.055977,15.03,15.3181492590811,"Barings Participation Investors","2022-02-25 15:33:48",148423808,2.769,0.9139574,10601700,"USD","2021-09-30",11594953,1205133,12800086,11383897,NA,NA,NA,154676131,NA,178860114,NA,NA,NA,1461691,16461691,106017,20181281,NA,142111125,NA,162398423,162398423,NA,904817,52162,NA,NA,NA,1.5e+07,"MPV"
"4038","MPW",1.48465206962249,9.7988917702936,0.513541801631656,18.72072,20.79,13.9965462875456,"Medical Properties Trust, Inc.","2022-02-25 16:00:02",12401796096,1.11,1.4691743,596814016,"USD","2021-09-30",349652000,4271313000,5830370000,1170171000,12308114000,NA,NA,403332000,NA,19711987000,NA,177227000,5399000,595003000,11353253000,596000,NA,-188353000,8541092000,-187576000,8353335000,8353335000,1209405000,595003000,6147000,NA,NA,NA,10581023000,"MPW"
"4039","MPX",4.57687128012381,3.33999664598357,2.18578107508944,14.3294115,12.65,2.66120657446877,"Marine Products Corporation","2022-02-25 16:00:01",414023776,0.85,4.2028985,33992100,"USD","2021-09-30",9630000,10711000,99582000,NA,14313000,3308000,465000,22124000,4430000,139792000,6843000,15744000,NA,29815000,45559000,3399000,92739000,-1905000,NA,-1905000,94233000,90460000,NA,14168000,NA,NA,NA,76747000,NA,"MPX"
